permit_number,issue_date,project_value,type_of_work,building_contractor,property_use,year,PostalCode
BP-2019-01676,2019-05-14,50000,Addition / Alteration,Wespac Electrical Contractor Ltd,Dwelling Uses,2019, V6H 1M3
DB-2018-04491,2019-05-14,15000,Demolition / Deconstruction,All Star Excavating & Demolition Ltd,Dwelling Uses,2019, V5R 1M1
DB-2019-00357,2019-05-14,225000,New Building,Big Tree Construction Ltd,Dwelling Uses,2019, V1V 1V1
DB-2018-06129,2019-05-15,225000,New Building,Lehail Construction Ltd,Dwelling Uses,2019, V6L 1G7
DB-2019-00287,2019-05-15,169625,New Building,M Cheng & Associates Inc,Dwelling Uses,2019, V5P 3N9
DB-2019-00889,2019-05-16,676750,New Building,JBI Development Ltd,Dwelling Uses,2019, V5N 3A6
BP-2017-03822,2019-05-17,15000,Demolition / Deconstruction,Canadian Excavating Ltd,Dwelling Uses,2019, V5M 1T4
BP-2018-05329,2019-05-17,15000,Demolition / Deconstruction,3R Demolition Corp,Dwelling Uses,2019, V5Y 2C2
DB-2018-02299,2019-05-17,490172.5,New Building,Parkat Singh Lehal And Jaswinder Kaur Lehal,Dwelling Uses,2019, V5L 4G8
DB-2018-05426,2019-05-17,927962.5,New Building,Vandot Home Services & Development Ltd,Dwelling Uses,2019, V5R 3N7
DB-2018-06510,2019-05-17,721645,New Building,Secure Biometrics Corp,Dwelling Uses,2019, V5V 1B4
BP-2018-03507,2019-05-21,15000,Demolition / Deconstruction,GRG Demolition & Excavating Ltd,Dwelling Uses,2019, V5N 2B6
BP-2019-00617,2019-05-21,480000,Demolition / Deconstruction,Evergreen Demolition Ltd,Wholesale Uses,2019, V5X 2W7
DB-2018-02148,2019-05-21,839500,New Building,Fina Development Group Ltd,Dwelling Uses,2019, V5N 1K6
DB-2018-06326,2019-05-21,15000,Demolition / Deconstruction,AKAL DEMOLITION & EXCAVATING,Dwelling Uses,2019, V5K 2G3
BP-2020-00154,2020-04-17,250000,Addition / Alteration,M Tse Construction Inc,Dwelling Uses,2020, V6Z 3G1
DB-2019-03850,2020-04-17,161000,New Building,Sharp Projects Ltd,Dwelling Uses,2020, V5W 1Z4
DB-2019-04777,2020-04-17,992500,New Building,Big Tree Construction Ltd,Dwelling Uses,2020, V6S 1X8
BP-2019-05900,2020-04-20,15000,Demolition / Deconstruction,Kingsman Excavating Ltd.,Dwelling Uses,2020, V5N 1M3
DB-2019-04780,2020-04-17,231750,New Building,Big Tree Construction Ltd,Dwelling Uses,2020, V6S 1X8
DB-2019-05443,2020-04-17,725287.5,New Building,GB Holdings Ltd,Dwelling Uses,2020, V5W 3B5
BP-2019-04977,2020-04-20,2481500,New Building,Accent Construction Co Ltd,Dwelling Uses,2020, V6H 2J4
BP-2020-00929,2020-04-21,120000,Addition / Alteration,Bavahaus Construction Ltd,Dwelling Uses,2020, V6K 1C5
BP-2020-01098,2020-04-21,200000,Addition / Alteration,Gibraltar Holdings Ltd,Office Uses,2020, V6H 3S7
DB-2019-05319,2020-04-21,224500,New Building,Silvercrest Custom Homes and Renovations Inc,Dwelling Uses,2020, V6L 1E8
DB-2019-05706,2020-04-21,15000,Demolition / Deconstruction,PTL Contracting Ltd,Dwelling Uses,2020, V5R 2Y4
BP-2019-02620,2020-04-22,15000,Demolition / Deconstruction,Canadian Excavating Ltd,Dwelling Uses,2020, V6M 3A8
BP-2019-03394,2020-04-22,15000,Demolition / Deconstruction,PTL Contracting Ltd,Dwelling Uses,2020, V5N 4S2
BP-2020-01089,2020-04-22,9000,Addition / Alteration,Matra Construction,Office Uses,2020, V6E 4A4
BP-2019-04461,2020-04-23,15000,Demolition / Deconstruction,PTL Contracting Ltd,Dwelling Uses,2020, V5M 1C4
DB-2019-02809,2020-04-23,950000,New Building,Murray-Sims Construction Ltd,Dwelling Uses,2020, V6R 1A7
BP-2019-04128,2020-04-24,15000,Demolition / Deconstruction,Van-City Excavating Ltd,Dwelling Uses,2020, V5K 2S4
BP-2019-04914,2020-04-24,500000,Addition / Alteration,Spire Construction Inc.,Office Uses,2020, V5Y 1N5
BP-2020-01257,2020-04-24,175000,Addition / Alteration,BOSTON CONSTRUCTION CORP,Office Uses,2020, V6C 2T7
DB-2019-03572,2020-04-24,19669,Addition / Alteration,Ashton Service Group,Dwelling Uses,2020, V6Z 2Z6
DB-2019-03833,2020-04-24,15000,Demolition / Deconstruction,Van-City Excavating Ltd,Dwelling Uses,2020, V5W 3H7
DB-2019-05148,2020-04-24,182445,New Building,Metro-City Projects Inc,Dwelling Uses,2020, V5S 1R2
DB-2019-05390,2020-04-24,15000,Demolition / Deconstruction,JB Site Services Inc.,Dwelling Uses,2020, V5L 4T8
DB-2020-01211,2020-04-28,60000,Addition / Alteration,Total Energy Systems Ltd,Office Uses,2020, V5Y 1E3
BP-2019-05345,2020-04-29,15000,Demolition / Deconstruction,Cedar Grove Excavating LTD,Dwelling Uses,2020, V5W 3K7
DB-2019-05042,2020-04-29,15000,Demolition / Deconstruction,GR8 DEMOLITION & EXCAVATION LTD,Dwelling Uses,2020, V5Z 3W8
BP-2016-02935,2017-01-04,850000,Addition / Alteration,Fusion Project Management Ltd,Office Uses,2017, V6C 3R8
BP-2016-03207,2017-01-04,850000,Addition / Alteration,Fusion Project Management Ltd,Office Uses,2017, V6C 3R8
BP-2016-03636,2017-01-04,35000,Addition / Alteration,JFL Renovation Innovation Inc,Dwelling Uses,2017, V6G 1R3
DB-2016-02730,2017-01-04,250000,Addition / Alteration,Sajo Inc,Retail Uses,2017, V6K 1N7
DB-2016-00733,2017-01-06,706560,New Building,Powers Construction Inc,Dwelling Uses,2017, V5N 1S6
BP-2016-03917,2017-01-09,8000,Addition / Alteration,Damian Donatowicz,Office Uses,2017, V6B 1R8
DB-2016-01818,2017-01-10,15000,Demolition / Deconstruction,A & J Massullo Excavating Ltd,Dwelling Uses,2017, V6P 3X9
BP-2016-02823,2017-01-11,4500,Addition / Alteration,Altek Construction Ltd,Office Uses,2017, V6E 3Z3
BP-2016-03805,2017-01-11,15000,Demolition / Deconstruction,0756556 BC Ltd,Dwelling Uses,2017, V5T 2T7
BP-2016-04456,2017-01-11,18000,Addition / Alteration,Altek Construction Ltd,Office Uses,2017, V6B 5A6
BU468514,2017-01-11,15000,Demolition / Deconstruction,PTL Contracting Ltd,Dwelling Uses,2017, V5L 2Z6
BP-2016-00132,2017-01-12,15000,Demolition / Deconstruction,Canadian Excavating Ltd,Dwelling Uses,2017, V6N 3J9
DB-2016-02333,2017-01-12,95000,Addition / Alteration,KPC Homes Ltd,Dwelling Uses,2017, V5S 1Z5
BP-2016-01988,2017-01-13,25000,Demolition / Deconstruction,MWL Demolition Ltd,Dwelling Uses,2017, V1V 1V1
DB-2016-04115,2017-01-13,1021700,New Building,Pavarya Homes Inc,Dwelling Uses,2017, V5S 2Y2
DB452620,2017-01-13,1167000,New Building,MDl Construction Ltd,Dwelling Uses,2017, V6M 2L4
DB452621,2017-01-13,15000,Demolition / Deconstruction,All Right Trucking 99 Ltd,Dwelling Uses,2017, V6M 2L4
DB453019,2017-01-13,1031710,New Building,Tyko Development Ltd,Dwelling Uses,2017, V5M 1E7
BP-2016-04329,2017-01-16,485000,Addition / Alteration,Syncor Solutions Limited,Office Uses,2017, V6E 3P3
DB-2016-00684,2017-01-16,470000,New Building,Grand Van Homes Inc,Dwelling Uses,2017, V5R 1A7
DB-2016-03195,2017-01-16,15000,Addition / Alteration,Solaris Properties Inc,Dwelling Uses,2017, V6N 2L3
BP-2017-00255,2017-01-17,6000,Addition / Alteration,Fina Electrical Systems Ltd,"Office Uses,Retail Uses",2017, V6B 2T4
BP-2016-03628,2017-01-18,100000,Addition / Alteration,Bon Constructors Inc,Service Uses,2017, V6Z 0C8
BP-2016-04118,2017-01-18,150000,Addition / Alteration,Willow Spring Construction BC Ltd,Retail Uses,2017, V6C 1Z6
BP-2016-04213,2017-01-18,50000,Addition / Alteration,Well Balanced Designs Ltd,Dwelling Uses,2017, V6J 5N1
BP-2016-04239,2017-01-19,35000,Addition / Alteration,Irvine Construction Ltd,Institutional Uses,2017, V5T 2T7
BP-2016-04580,2017-01-19,80000,Addition / Alteration,Max Pottinger,Office Uses,2017, V6J 1M8
BP-2017-00074,2017-01-19,35000,Addition / Alteration,0988472 BC Ltd,Dwelling Uses,2017, V6J 3M5
DB-2016-04360,2017-01-19,25000,Demolition / Deconstruction,Hans Demolition and Excavating Ltd.,Dwelling Uses,2017, V5P 3W4
DB-2016-04361,2017-01-19,25000,Demolition / Deconstruction,Hans Demolition and Excavating Ltd.,"Dwelling Uses,Retail Uses",2017, V5P 3W4
DB452336,2017-01-19,197725,New Building,Convex Development Inc,Dwelling Uses,2017, V5W 2B4
BP-2016-03930,2017-01-20,35000,Addition / Alteration,Novin Boom Construction Ltd,Dwelling Uses,2017, V5Z 1Y9
BP-2016-04041,2017-01-20,49000,Addition / Alteration,Solaris Properties Inc,Dwelling Uses,2017, V6R 2A3
BP-2016-04215,2017-01-23,150000,Addition / Alteration,Bradley Bown,Dwelling Uses,2017, V6G 3C9
BP-2016-04493,2017-01-23,25000,Addition / Alteration,Level One Construction Ltd,Dwelling Uses,2017, V6E 4K2
BP-2016-04539,2017-01-23,29000,Addition / Alteration,Clover Contracting,Retail Uses,2017, V6K 2G9
DB-2016-01816,2017-01-23,15000,Demolition / Deconstruction,A & J Massullo Excavating Ltd,Dwelling Uses,2017, V6P 3X9
DB452210,2017-01-23,558250,New Building,Royal View Construction Ltd,Dwelling Uses,2017, V5K 2B4
DB452211,2017-01-23,210000,New Building,Royal View Construction Ltd,Dwelling Uses,2017, V5K 2B4
BP-2016-00223,2017-01-24,15000,Demolition / Deconstruction,PTL Contracting Ltd,Dwelling Uses,2017, V5S 2S2
DB451420,2017-01-24,15000,Demolition / Deconstruction,East West Excavating Ltd,Dwelling Uses,2017, V6S 1N2
BP-2016-04323,2017-01-25,100000,Addition / Alteration,MYK Construction Ltd,Dwelling Uses,2017, V5T 4R5
DB-2016-01041,2017-01-26,1095185,New Building,Yuvraj Properties Ltd,Dwelling Uses,2017, V5S 1V8
BP-2016-01987,2017-01-27,410975,Addition / Alteration,Sasco Contractors,Dwelling Uses,2017, V6M 1T9
BP-2016-04415,2017-01-27,20000,Addition / Alteration,RJR Construction Managament,Dwelling Uses,2017, V5S 3P1
DB-2016-01269,2017-01-27,15000,Demolition / Deconstruction,MC Demolition Ltd,Dwelling Uses,2017, V5X 1S9
DB452577,2017-01-27,986497.5,New Building,Harvey Contracting Ltd,Dwelling Uses,2017, V5Y 2X8
BP-2016-04484,2017-01-30,15000,Addition / Alteration,On Side Restoration Services Ltd,Dwelling Uses,2017, V5Y 2Z4
DB451359,2017-01-30,711150,New Building,Biring Bros Construction Ltd,Dwelling Uses,2017, V5P 2B6
DB452849,2017-01-30,565000,New Building,Sodhi Development Ltd,Dwelling Uses,2017, V5L 2Z6
BP-2017-00023,2017-01-31,75000,Addition / Alteration,1070882 BC Ltd,Dwelling Uses,2017, V6B 6M6
BP-2017-00055,2017-01-31,26000,Addition / Alteration,Unison Construction Management Ltd,Dwelling Uses,2017, V6C 0B5
DB-2016-00708,2017-01-31,671250,New Building,Lanka Constructions Ltd,Dwelling Uses,2017, V5X 1K5
DB-2016-04059,2017-01-31,42000,Outdoor Uses (No Buildings Proposed),Aloha Pools Ltd,Dwelling Uses,2017, V6M 1N1
DB453061,2017-01-31,664283,New Building,Empire West Construction Ltd,Dwelling Uses,2017, V5P 1A7
BP-2016-04461,2017-02-01,31200,Addition / Alteration,Brighter Mechanical Ltd,Office Uses,2017, V6H 4B1
BP-2017-00271,2017-02-01,18000,Addition / Alteration,BC Coastal Projects Ltd.,Office Uses,2017, V6B 4N9
DB-2016-00906,2017-02-01,234000,New Building,Bright Coast Homes Ltd,Dwelling Uses,2017, V5M 0E6
DB452407,2017-02-01,781250,New Building,Tamanna Concept Ltd,Dwelling Uses,2017, V5R 2C2
BP-2016-04598,2017-02-02,87000,Addition / Alteration,Cavendish Contracting Ltd,Dwelling Uses,2017, V6M 3Z3
DB-2016-04442,2017-02-02,7000,Addition / Alteration,Vancouver Renewable Energy Cooperative,Dwelling Uses,2017, V5W 2R3
BP-2016-03732,2017-02-06,45000,Addition / Alteration,Gibraltar Holdings,Service Uses,2017, V7X 1M3
BP-2016-04182,2017-02-06,85000,Addition / Alteration,Rodrozen Designs Inc,Dwelling Uses,2017, V6Z 2Y3
DB-2016-02269,2017-02-06,225000,New Building,Davidson Walker Constructions Ltd,Dwelling Uses,2017, V6P 1T2
BP-2016-04518,2017-02-07,1116425,New Building,Feature Projects Ltd,Dwelling Uses,2017, V6M 1H1
BP-2017-00216,2017-02-07,13401,Addition / Alteration,Bartecko Electrical Ltd,Dwelling Uses,2017, V6P 6Y1
DB-2016-04336,2017-02-07,25000,Addition / Alteration,Advanco Electric Ltd,Office Uses,2017, V6B 3L6
DB-2016-04495,2017-02-07,25000,Addition / Alteration,Advanco Electric Ltd,Office Uses,2017, V6B 3B4
DB451220,2017-02-07,987250,New Building,Roseland Development Inc,Dwelling Uses,2017, V6N 2Y5
BP-2016-03641,2017-02-08,121800,Addition / Alteration,Ocean West Construction Ltd,Dwelling Uses,2017, V5T 2M6
BP-2017-00047,2017-02-08,40000,Addition / Alteration,Kaizen Renovations Corp,Dwelling Uses,2017, V6R 2N7
BP-2016-04682,2017-02-09,78000,Addition / Alteration,Fusion Project Management Ltd,Office Uses,2017, V6E 2K3
BP-2017-00275,2017-02-09,80000,Addition / Alteration,All Spaces Project Management Ltd,Office Uses,2017, V6C 1J9
BP-2017-00503,2017-02-09,15000,Addition / Alteration,Fusion Project Management Ltd,Office Uses,2017, V6E 2K3
DB-2016-01468,2017-02-09,2100000,New Building,Bold Construction Ltd,Dwelling Uses,2017, V6M 1A2
DB-2016-02466,2017-02-10,179800,New Building,Kennon Construction Ltd,Dwelling Uses,2017, V5K 1H1
DB-2016-02605,2017-02-10,70000,Addition / Alteration,Valroc Development Ltd,Dwelling Uses,2017, V5K 1S1
BP-2017-00200,2017-02-14,32000,Addition / Alteration,Jeffrey Monk,Dwelling Uses,2017, V6Z 2R1
BP-2017-00794,2017-02-14,2100,Addition / Alteration,AG Electric and Alarm Monitoring Co Ltd,Cultural/Recreational Uses,2017, V5N 1W1
DB452870,2017-02-14,15000,Demolition / Deconstruction,JVT EXCAVATING & DEMOLITION LTD,Dwelling Uses,2017, V5M 3Y9
BP-2016-00162,2017-02-15,15000,Demolition / Deconstruction,604 Deconstruction Ltd,Dwelling Uses,2017, V5T 2P3
BP-2017-00237,2017-02-15,15000,Addition / Alteration,Degan Construction Ltd,Office Uses,2017, V6E 0C3
BP-2017-00522,2017-02-15,19000,Addition / Alteration,TotalPlan Inc,Office Uses,2017, V6C 3P1
DB451928,2017-02-15,238000,New Building,Ching Kee Construction & Renovations Company Ltd,Dwelling Uses,2017, V5M 2V4
BP-2017-00389,2017-02-16,95000,Addition / Alteration,Epic Spaces Inc,Office Uses,2017, V6Z 1S4
BP-2017-00620,2017-02-16,130200,Addition / Alteration,Aura Office Environments Inc,Office Uses,2017, V6E 4H1
BP-2017-00655,2017-02-16,15000,Addition / Alteration,MAINLAND SIGNS (2016) INC,Dwelling Uses,2017, V6H 3Z3
DB-2017-00336,2017-02-16,1865000,Addition / Alteration,Alumni Restorations Ltd,Dwelling Uses,2017, V6G 2H9
DB452450,2017-02-16,15000,Demolition / Deconstruction,Hans Demolition and Excavating Ltd.,Dwelling Uses,2017, V5R 3P3
BP-2017-00399,2017-02-17,5000,Addition / Alteration,City Spark Electrical Ltd,Retail Uses,2017, V5Z 2M9
BP-2017-00486,2017-02-17,5000,Addition / Alteration,Fina Electrical Systems Ltd,Dwelling Uses,2017, V5Z 1M8
BP-2017-00527,2017-02-17,65000,Addition / Alteration,Gibraltar Holdings,Office Uses,2017, V6E 4G1
BP-2017-00727,2017-02-17,200000,Temporary Building / Structure,Freeport Industries Ltd,Dwelling Uses,2017, V5K 5J1
DB-2016-03890,2017-02-17,144875,New Building,TSL Laneway Homes Ltd,Dwelling Uses,2017, V5V 3J2
BP-2017-00616,2017-02-20,4179,Addition / Alteration,Voltech Electric,Dwelling Uses,2017, V6R 1N7
BP-2017-00525,2017-02-21,110000,Addition / Alteration,Gibraltar Holdings,Office Uses,2017, V6E 0C5
DB-2016-00523,2017-02-21,700000,New Building,Azaaria Holdings Ltd.,Dwelling Uses,2017, V5L 2S4
BP-2017-00614,2017-02-22,10000,Addition / Alteration,Pacific One Contracting,Service Uses,2017, V6E 2K3
DB-2016-02117,2017-02-22,223750,New Building,Metro Van Construction Ltd,Dwelling Uses,2017, V6P 1Z7
BP-2016-04137,2017-02-23,12000,Addition / Alteration,XMT Construction Ltd,Dwelling Uses,2017, V5P 3K5
BP-2017-00284,2017-02-23,20000000,New Building,Icon West Construction Corp,"Office Uses,Parking Uses,Retail Uses",2017, V6Z 1N1
BP-2017-00408,2017-02-23,97500,Addition / Alteration,Brighter Mechanical Ltd,Dwelling Uses,2017, V6K 1C4
BP-2016-04197,2017-02-24,4900,Addition / Alteration,catenary contracting,Dwelling Uses,2017, V5V 3M1
BP-2017-00441,2017-02-24,625779,Addition / Alteration,Unison Construction Management Ltd,Office Uses,2017, V6E 3C9
DB452871,2017-02-24,225000,New Building,Knaps Construction Ltd,Dwelling Uses,2017, V5M 3Y9
BP-2016-00600,2017-02-27,15000,Demolition / Deconstruction,JVT Excavating & Demolition Ltd,Dwelling Uses,2017, V5R 5P6
BP-2017-00348,2017-02-27,19000,Addition / Alteration,Pacific Preferred Developments Ltd,Dwelling Uses,2017, V5X 2S8
DB-2017-00564,2017-02-27,65000,Addition / Alteration,Fraser C D Strachan,Dwelling Uses,2017, V6K 3G8
DB452600,2017-02-27,703500,New Building,SGP Holdings Ltd,Dwelling Uses,2017, V5N 2V1
BP-2016-02981,2017-02-28,85000,Addition / Alteration,West Coast Installations Inc,Transportation and Storage Uses,2017, V5X 3X8
BP-2016-00420,2017-03-01,15000,Demolition / Deconstruction,All Right Trucking 99 Ltd,Dwelling Uses,2017, V5W 3B1
BP-2016-04396,2017-03-01,5000,Addition / Alteration,legendary construction (vancouver) ltd,Dwelling Uses,2017, V6H 1R6
BP-2016-04575,2017-03-01,50000,Addition / Alteration,Merola Construction Inc,Service Uses,2017, V6H 2M3
BP-2017-00907,2017-03-02,27490,Addition / Alteration,Solid Wood Home Services Inc,Dwelling Uses,2017, V6L 3E1
DB452785,2017-03-03,958750,New Building,Cornat Construction Ltd,Dwelling Uses,2017, V5Y 2R3
DB-2017-00360,2017-03-04,80000,Addition / Alteration,Keystone Projects Ltd,Dwelling Uses,2017, V6M 4E7
BP-2017-00195,2017-03-06,160000,Addition / Alteration,Petrocom Construction Ltd,Retail Uses,2017, V5M 2G4
BP-2017-00733,2017-03-06,300000,Addition / Alteration,Harrier Construction & Project Management Ltd,Cultural/Recreational Uses,2017, V6J 4A1
BP-2016-03094,2017-03-07,578000,New Building,Harvey Contracting Ltd,Dwelling Uses,2017, V5N 4G3
BP-2017-00547,2017-03-07,95000,Addition / Alteration,Eyco Building Group Ltd,Service Uses,2017, V6K 1N8
DB-2016-01949,2017-03-07,173900,New Building,Rai Development Ltd,Dwelling Uses,2017, V5N 4N3
BP-2017-00789,2017-03-08,14500,Addition / Alteration,AG Electric and Alarm Monitoring Co Ltd,"Office Uses,Service Uses",2017, V6Z 2L4
BP-2017-00954,2017-03-08,100000,Addition / Alteration,Drar Investment Ltd,Cultural/Recreational Uses,2017, V5M 1E3
DB-2016-03563,2017-03-08,8000,Addition / Alteration,Gregg Enterprises Ltd,Dwelling Uses,2017, V5L 2Y8
DB452924,2017-03-08,15000,Demolition / Deconstruction,East West Excavating Ltd,Dwelling Uses,2017, V6P 6B9
BP-2017-01211,2017-03-09,5000,Addition / Alteration,Ocean West Construction Ltd,Dwelling Uses,2017, V6A 1N4
DB453026,2017-03-09,15000,Demolition / Deconstruction,HAWK SITEWORKS INC.,Dwelling Uses,2017, V5N 5J2
DB-2016-01453,2017-03-10,200000,New Building,Meister Construction Ltd,Dwelling Uses,2017, V6L 2V3
BP-2017-00976,2017-03-14,250000,Salvage and Abatement,On Side Restoration Services Ltd,Dwelling Uses,2017, V5M 3M8
DB451954,2017-03-14,1265613,New Building,TMJ Design + Build Ltd,Dwelling Uses,2017, V6L 2T3
DB451955,2017-03-14,15000,Demolition / Deconstruction,Canadian Excavating Ltd,Dwelling Uses,2017, V6L 2T3
BP-2017-00409,2017-03-15,60000,Addition / Alteration,CMP Development Group Ltd,Dwelling Uses,2017, V5T 2H6
DB-2016-00326,2017-03-15,177500,New Building,3 Line Construction Ltd,Dwelling Uses,2017, V5X 4E3
DB452919,2017-03-15,75000,Addition / Alteration,Kenorah Design/ Build Ltd.,Dwelling Uses,2017, V6H 1W5
BP-2017-01048,2017-03-16,200000,Addition / Alteration,CURAFLO OF BC LTD,Dwelling Uses,2017, V6G 1B6
DB-2016-00407,2017-03-16,15000,Demolition / Deconstruction,Timberland Demolition and Excavation Ltd.,Dwelling Uses,2017, V5W 1G3
DB-2016-03069,2017-03-17,40000,Demolition / Deconstruction,Kare Environmental Ltd,Dwelling Uses,2017, V1V 1V1
DB-2016-02791,2017-03-19,15000,Demolition / Deconstruction,Bold Construction Ltd,Dwelling Uses,2017, V6N 2G9
BP-2017-01452,2017-04-10,41000,Addition / Alteration,Nofziger Construction Inc,Dwelling Uses,2017, V5Z 1T1
BP-2017-01475,2017-04-10,50000,Addition / Alteration,Evolute Construction Ltd,Office Uses,2017, V6E 2K3
DB-2017-01049,2017-04-10,132000,Addition / Alteration,Kerr Construction Inc,Dwelling Uses,2017, V6P 1L7
BP-2017-01541,2017-04-19,50000,Addition / Alteration,1063508 BC Ltd,Dwelling Uses,2017, V6B 5X5
BP-2017-01545,2017-04-19,100000,Addition / Alteration,BC Coastal Projects Ltd.,Retail Uses,2017, V6Z 2L2
DB-2016-02701,2017-04-19,15000,Demolition / Deconstruction,Canadian Excavating Ltd,Dwelling Uses,2017, V5P 1C8
BP-2017-00090,2017-04-20,125000,Demolition / Deconstruction,Jeff Colton Construction Ltd,Retail Uses,2017, V6G 2V5
BP-2017-01523,2017-04-20,25000,Addition / Alteration,Matra Construction,Office Uses,2017, V6H 4C1
BP-2017-01615,2017-04-20,60000,Addition / Alteration,Klondike Contracting Corporation,Dwelling Uses,2017, V5Z 1E4
DB-2016-00377,2017-04-20,15000,Demolition / Deconstruction,East West Excavating Ltd,Dwelling Uses,2017, V5R 5E6
BP-2017-01449,2017-04-21,425630,Addition / Alteration,Priority Projects,Office Uses,2017, V6C 3C1
BP-2017-01592,2017-04-21,12575,Addition / Alteration,AG Electric and Alarm Monitoring Co Ltd,Dwelling Uses,2017, V6A 1X9
BP-2017-01653,2017-04-21,4800,Addition / Alteration,Hawthorne Enterprises Ltd,Dwelling Uses,2017, V6G 2H1
BP-2017-01780,2017-04-21,21950,Addition / Alteration,Aura Office Environments Inc,Office Uses,2017, V6C 3A8
BP-2017-02115,2017-04-21,5000,Addition / Alteration,Ocean West Construction Ltd,Dwelling Uses,2017, V6A 1N6
DB-2016-01375,2017-04-21,692500,New Building,Y & L Developments Ltd,Dwelling Uses,2017, V5R 1B7
BP-2017-01725,2017-04-25,2400,Addition / Alteration,Showcase Interiors Ltd,Office Uses,2017, V6B 2R9
DB-2017-01589,2017-04-25,3000,Addition / Alteration,RNC Renovations & Drainage,Dwelling Uses,2017, V5K 1J8
BP-2017-01957,2017-04-26,25000,Addition / Alteration,Gibraltar Holdings,Office Uses,2017, V6E 3C9
BP-2017-01959,2017-04-26,18000,Addition / Alteration,Gibraltar Holdings,Office Uses,2017, V6Z 1S4
DB-2017-01629,2017-04-26,150000,Addition / Alteration,Allstar Waterproofing And Restoration Systems Ltd,Dwelling Uses,2017, V6J 1W5
BP-2017-01467,2017-04-27,15000,Addition / Alteration,Wesgroup Contracting Ltd,Office Uses,2017, V6C 1C4
DB-2016-00833,2017-04-27,15000,Demolition / Deconstruction,Timberland Demolition and Excavation Ltd.,Dwelling Uses,2017, V6S 1E7
DB-2016-00864,2017-04-27,997000,New Building,Quinton Construction Ltd,Dwelling Uses,2017, V6L 1W7
DB-2016-02576,2017-04-27,581750,New Building,Ambleside Developments Ltd,Dwelling Uses,2017, V6P 2W5
BP-2017-01600,2017-04-28,75000,Addition / Alteration,Polycrete Restorations Ltd,Office Uses,2017, V6Z 2G7
DB-2016-01459,2017-04-28,160750,New Building,Punia Homes Ltd,Dwelling Uses,2017, V5Z 1V1
BP-2017-01809,2017-05-01,6910,Addition / Alteration,Electromax Industries Inc,"Office Uses,Retail Uses",2017, V6B 1L4
